id,preferred_term,candidate_term,status,issue,affected_object_ids,source_ids,next_action
TERM-381,"inherent grasscloth fibre, shade and panel variation",mismatched or defective wallpaper,accepted_pending_review,"Natural grasscloth can show visible seams, fibre irregularity and drop-to-drop shading as part of its material character. A seamless digital texture is not the acceptance baseline.",AU-DF-GRASSCLOTH-WALLCOVERING|AU-DF-SPECIALTY-WALLCOVERING-ASSEMBLY|AU-DF-WALLCOVERING-BUTT-SEAM,SRC-TGA-CPCCPD3032-WALLCOVERINGS|SRC-MATERIALISED-WALLCOVERING-INSTALL|SRC-MILTON-KING-WALLPAPER-INSTALL,"Store the approved sample, batch, top direction and expected natural variation before applying defect checks or texture repetition."
TERM-382,ordered multi-panel mural and repeating roll wallpaper as different layout systems,feature wallpaper or mural,accepted_pending_review,"A mural reconstructs one composed image from numbered panels and a crop datum. Repeating wallpaper uses roll width, pattern repeat and match rules. Tiling one image cannot serve both systems.",AU-DF-WALL-MURAL-ASSEMBLY|AU-DF-WALL-MURAL-PANEL|AU-DF-WALLPAPER-DROP|AU-DF-WALLPAPER-ROLL,SRC-TGA-CPCCPD3032-WALLCOVERINGS|SRC-MILTON-KING-WALLPAPER-INSTALL|SRC-MATERIALISED-WALLCOVERING-INSTALL,"Select image-panel ordering and crop for murals, or roll-repeat and match logic for repeating wallpaper, before generating sheets."
TERM-383,cement as a binder constituent and concrete as the hardened composite material,"cement wall, cement slab or pour cement",accepted_pending_review,"Cement is a reactive powder within the binder. Concrete combines binder, water and aggregates, with reinforcement or fibres where selected. Treating them as synonyms corrupts material quantities and specifications.",AU-CS-GENERAL-PURPOSE-CEMENT|AU-CS-CEMENTITIOUS-BINDER|AU-CF-CONCRETE-MATERIAL,SRC-SA-AS3972-2010|SRC-SA-AS1379-2007|SRC-CEMENT-AUSTRALIA-CEMENT,"Ask whether the user means supplied cement powder, the full fresh mix or the hardened concrete element before creating material or geometry."
TERM-384,"concrete, mortar and grout as different cement-based materials",cement mix or concrete grout,accepted_pending_review,"These materials can share binder and aggregate ingredients but have different particle sizes, placement roles, structural uses and product evidence. A bearing grout or tendon grout is not ordinary concrete.",AU-CF-CONCRETE-MATERIAL|AU-CS-POST-TENSIONING-GROUT|AU-CS-PRECAST-GROUT-BED,SRC-SA-AS1379-2007|SRC-SA-AS1478-1-2000|SRC-SA-DIT-POST-TENSIONED-CONCRETE,"Resolve the material's host, aggregate scale and purpose before mapping a generic cement-based mix to an object."
TERM-385,cast-in-place and prefabricated concrete as different manufacture and connection topologies,"concrete wall, beam or slab",accepted_pending_review,"The same member role can be cast in its final position or manufactured as a discrete element. Prefabrication adds lifting, transport, bearings, erection bracing and final connections that a cast-in-place solid does not have.",AU-CS-CAST-IN-PLACE-CONCRETE-SYSTEM|AU-CS-PREFABRICATED-CONCRETE-SYSTEM|AU-CS-PREFABRICATED-CONCRETE-ELEMENT,SRC-SA-AS3600-2018|SRC-SA-AS3850-1-2024|SRC-SA-AS3850-2-2024,"Require manufacture method and element boundaries before generating joints, lifting inserts, bearings or continuous reinforcement."
TERM-386,slab-on-ground and suspended slab as separate support conditions,concrete slab,accepted_pending_review,"A ground slab is supported continuously or through integral beams by prepared ground. A suspended slab spans to discrete walls, beams or columns with space below. Their formwork, load path and reinforcement topology differ.",AU-CF-SLAB-ON-GROUND-ASSEMBLY|AU-CS-SUSPENDED-CONCRETE-FLOOR-SYSTEM|AU-CS-CONCRETE-SLAB-SYSTEM,SRC-ABCB-HP-FOOTINGS|SRC-YOURHOME-CONCRETE-SLABS|SRC-SA-AS3600-2018,"Resolve the actual support below the slab before selecting ground beams, suspended formwork, span directions or deflection attributes."
TERM-387,waffle raft and suspended waffle slab as separate assemblies,waffle slab,accepted_pending_review,A waffle raft is ground-supported and commonly formed over pods. A suspended waffle slab spans through intersecting ribs and uses coffers or soffit forms. Similar underside grids do not make their supports or parts interchangeable.,AU-CF-WAFFLE-RAFT-SLAB|AU-CF-WAFFLE-POD|AU-CS-SUSPENDED-WAFFLE-SLAB|AU-CS-WAFFLE-SLAB-COFFER,SRC-ABCB-HP-FOOTINGS|SRC-YOURHOME-CONCRETE-SLABS|SRC-SA-AS3600-2018|SRC-TGA-CPCCCA3019-FORMWORK,"Ask whether the rib grid bears on ground or spans above space, then create pods or suspended coffers accordingly."
TERM-388,flat plate without support thickenings and flat slab with drops or capitals,flat slab,accepted_pending_review,Trade and international usage can blur these names. The physical distinction needed by the drawing tool is whether drop panels or column capitals exist at column supports.,AU-CS-FLAT-PLATE-SLAB|AU-CS-FLAT-SLAB|AU-CS-DROP-PANEL|AU-CS-COLUMN-CAPITAL,SRC-SA-AS3600-2018|SRC-CAUL-CONCRETE-MEASUREMENT,Use support-zone geometry as the deciding input and retain the user's wording as an alias if regional documentation differs.
TERM-389,structural concrete topping and non-structural screed as different layers,topping or screed,accepted_pending_review,"A structural topping contributes to composite action or load distribution when designed. A screed generally provides levels, falls or a finish substrate. Thickness and cementitious appearance cannot prove structural participation.",AU-CS-STRUCTURAL-CONCRETE-TOPPING|AU-FF-DRY-AREA-BONDED-FLOOR-SCREED|AU-CS-HOLLOWCORE-FLOOR-PLANK,SRC-SA-AS3600-2018|SRC-NATIONAL-PRECAST-HOLLOWCORE|SRC-NATIONAL-PRECAST-PRODUCTS,Require the documented structural role and interface connection before classifying a cast layer as structural topping.
TERM-390,deep pile and shallow bulk pier as different foundation elements,concrete pier,accepted_pending_review,"Australian usage can call a shallow enlarged hole a bulk pier and can also call drilled deep foundations piers. Depth, slenderness, installation method and geotechnical load path decide the object, not the word pier alone.",AU-CF-BULK-PIER|AU-CS-CONCRETE-PILE|AU-CS-BORED-CAST-IN-PLACE-PILE,SRC-ABCB-HP-FOOTINGS|SRC-SA-AS2159-2009|SRC-ABCB-V2-H1-STRUCTURE,Ask for the geotechnical and installation description before mapping pier to a shallow or deep-foundation family.
TERM-391,open-hole bored pile and continuous-flight-auger pile as different installation topologies,augered or bored pile,accepted_pending_review,An ordinary bored pile leaves an excavated shaft before concrete placement. A CFA pile places concrete or grout as the continuous auger is withdrawn and inserts reinforcement into fresh material. Records and temporary states differ.,AU-CS-BORED-CAST-IN-PLACE-PILE|AU-CS-CFA-CONCRETE-PILE|AU-CS-PILE-REINFORCEMENT-CAGE,SRC-SA-AS2159-2009|SRC-ABCB-V2-H1-STRUCTURE,Store the actual installation method and reinforcement sequence rather than selecting from a cylindrical final shape.
TERM-392,reinforcement product form and reinforcement role as separate properties,"main bar, top bar, distribution bar or N bar",accepted_pending_review,"Deformed or plain describes the steel product and surface. Longitudinal, transverse, top, bottom, main and distribution describe location or design role. One physical bar can carry several role labels without becoming several solids.",AU-CS-DEFORMED-REINFORCING-BAR|AU-CS-LONGITUDINAL-REINFORCING-BAR|AU-CS-TRANSVERSE-REINFORCING-BAR|AU-CF-REINFORCING-BAR,SRC-SA-ASNZS4671-2019|SRC-SA-AS3600-2018|SRC-TGA-CPCCSF2004-REINFORCEMENT,"Create one bar geometry and attach product designation, face or layer and all documented design roles as separate attributes."
TERM-393,starter bar and joint dowel as different connection roles,dowel or starter,accepted_pending_review,A starter develops into a later concrete pour to continue reinforcement. A joint dowel can transfer shear and may need one sleeved or debonded end to permit movement. Modelling every projecting bar as fully bonded can lock a movement joint.,AU-CS-STARTER-REINFORCING-BAR|AU-CS-CONCRETE-JOINT-DOWEL-BAR|AU-CS-DOWEL-SLEEVE,SRC-SA-AS3600-2018|SRC-TGA-CPCCSF2004-REINFORCEMENT|SRC-TGA-CPCCCO2014-CONCRETE,"Record the joint role, bond state at each end and movement direction before generating bar embedment."
TERM-394,lap splice and mechanical bar splice as different force-transfer assemblies,join the rebar,accepted_pending_review,"A lap uses overlapping bars and surrounding concrete bond. A mechanical splice uses a qualified coupler or grouted sleeve. Their congestion, bar preparation and inspection evidence differ.",AU-CS-REINFORCING-BAR-LAP-SPLICE|AU-CS-MECHANICAL-BAR-SPLICE|AU-CS-REINFORCING-BAR-COUPLER|AU-CS-GROUTED-REINFORCING-SLEEVE,SRC-SA-AS3600-2018|SRC-SRIA-MECHANICAL-SPLICES|SRC-TGA-CPCCSF2004-REINFORCEMENT,"Select the documented splice system and preserve its product, bar-end preparation, grout and inspection states."
TERM-395,"bar chair, cover spacer and cover dimension as separate concepts",reo spacer or cover block,accepted_pending_review,"A chair normally supports a reinforcement layer vertically. A spacer maintains side or soffit cover. Cover itself is the measured concrete distance, not a component. Products can combine roles but the concepts remain distinct.",AU-CF-BAR-CHAIR|AU-CS-REINFORCEMENT-COVER-SPACER|AU-CS-PLASTIC-BAR-CHAIR|AU-CS-CONCRETE-BAR-CHAIR,SRC-SA-ASNZS2425-2015|SRC-SRIA-BAR-CHAIRS|SRC-SA-AS3600-2018,Store the physical support product separately from the required cover and the direction of load or restraint.
TERM-396,"construction, contraction, isolation and expansion joints as different designed interfaces",control joint or expansion joint,accepted_pending_review,"A construction joint stages pours, a contraction joint localises shortening cracks, an isolation joint separates a local restraint, and an expansion joint separates moving structural units. Calling all of them expansion joints loses the intended movement and transfer topology.",AU-CS-CONCRETE-CONSTRUCTION-JOINT|AU-CS-CONCRETE-CONTRACTION-JOINT|AU-CS-CONCRETE-ISOLATION-JOINT|AU-CS-CONCRETE-EXPANSION-JOINT,SRC-TGA-CPCCCO2014-CONCRETE|SRC-SA-AS3600-2018|SRC-CAUL-CONCRETE-MEASUREMENT,"Require the joint's design intent, reinforcement continuity, dowels, filler and movement before choosing its type."
TERM-397,designed concrete joint and accidental crack as different entities,crack or joint line,accepted_pending_review,"A joint has an intended route and components. A crack is a material discontinuity or condition that may be expected, accidental or evidence of distress. A saw-cut contraction joint may guide a crack but the groove and crack are not synonyms.",AU-CS-CONCRETE-JOINT-SYSTEM|AU-CS-SAW-CUT-JOINT-GROOVE|AU-CS-CONCRETE-CONTRACTION-JOINT,SRC-TGA-CPCCCO2014-CONCRETE|SRC-SA-AS3600-2018,Keep cracks in condition and inspection data unless a separate defect ontology is added; never auto-upgrade them to designed joints.
TERM-398,structural concrete joint waterstop and wet-area waterstop angle as different objects,waterstop,accepted_pending_review,"A structural waterstop is embedded in or applied across a concrete joint. A wet-area waterstop angle terminates a membrane at a shower or doorway. Their profiles, hosts and water paths are unrelated.",AU-CS-CONCRETE-JOINT-WATERSTOP|AU-CS-CENTRE-BULB-WATERSTOP|AU-CS-HYDROPHILIC-JOINT-STRIP|AU-WP-WATERSTOP-ANGLE,SRC-TGA-CPCCCO2014-CONCRETE|SRC-SA-AS3600-2018|SRC-ABCB-HP-WET-AREA-WATERPROOFING,Resolve the host as a structural concrete joint or a finished wet-area boundary before creating the waterstop profile.
TERM-399,cast-in fastening and post-installed fastening as different installation states,concrete anchor or insert,accepted_pending_review,"A cast-in anchor is positioned before concrete placement. A post-installed anchor is drilled or bonded into hardened concrete. Their clash checks, edge evidence and installation inspection differ even when they support the same bracket.",AU-CS-CAST-IN-THREADED-FERRULE|AU-CS-CAST-IN-ANCHOR-CHANNEL|AU-CS-CAST-IN-STEEL-PLATE|AU-SS-ANCHOR-BOLT,SRC-SA-AS5216-2021|SRC-SA-AS3600-2018|SRC-TGA-CPCCCO2014-CONCRETE,Require installation timing and selected product before choosing cast-in setout or post-installed drilling geometry.
TERM-400,"blockout, recess and cast-in sleeve as different negative-space topologies",leave a hole in the concrete,accepted_pending_review,"A blockout is a reserved volume, often for later work. A recess is a shallow pocket from one face. A sleeve is a retained tube lining a passage. Their lifecycle, sealing and quantity geometry differ.",AU-CS-CONCRETE-BLOCKOUT|AU-CS-CONCRETE-RECESS|AU-CS-CAST-IN-PENETRATION-SLEEVE|AU-CS-FORMWORK-BOXOUT-FORMER,SRC-TGA-CPCCCO2014-CONCRETE|SRC-TGA-CPCCCA3019-FORMWORK|SRC-SA-AS3600-2018,"Ask whether the passage is full-depth, shallow, lined, temporary or later infilled before generating subtractive geometry."
TERM-401,"prestressed as the parent family, with pre-tensioned and post-tensioned as different methods",prestressed or post-tensioned concrete,accepted_pending_review,Prestressed concrete is the broad family. Pre-tensioned strand transfers force to concrete after casting through bond. Post-tensioned tendons are stressed against hardened concrete through anchorages. Precast does not automatically mean pre-tensioned.,AU-CS-PRESTRESSED-CONCRETE-ELEMENT|AU-CS-POST-TENSIONED-CONCRETE-ELEMENT|AU-CS-POST-TENSIONING-SYSTEM|AU-CS-PRESTRESSING-STRAND,SRC-SA-AS3600-2018|SRC-SA-ASNZS4672-1-2007|SRC-SA-ASNZS1314-2003,"Require the force-introduction method, anchor or transfer zones and casting location before creating tendon components."
TERM-402,bonded multistrand tendon and unbonded monostrand tendon as different permanent assemblies,PT cable,accepted_pending_review,A bonded tendon contains strands in a common duct later filled with grout. An unbonded monostrand has grease and a continuous plastic sheath and no grouted common duct. Generating the wrong enclosure changes inspection and no-cut geometry.,AU-CS-BONDED-MULTISTRAND-TENDON|AU-CS-UNBONDED-MONOSTRAND-TENDON|AU-CS-POST-TENSIONING-DUCT|AU-CS-POST-TENSIONING-GROUT,SRC-PTIA-BONDED-PT|SRC-PTIA-UNBONDED-PT|SRC-SA-DIT-POST-TENSIONED-CONCRETE,"Select bonded or unbonded system first, then generate only its applicable duct, sheath, grout, grease and anchorage components."
TERM-403,prestressing strand as material component and tendon as the complete force path,"strand, cable or tendon",accepted_pending_review,"Strand is the high-strength steel product. A tendon contains one or more strands plus sheath or duct, anchorages and protection. Cable is common speech but can collide with electrical and wire-rope objects.",AU-CS-PRESTRESSING-STRAND|AU-CS-BONDED-MULTISTRAND-TENDON|AU-CS-UNBONDED-MONOSTRAND-TENDON|AU-CS-POST-TENSIONING-SYSTEM,SRC-SA-ASNZS4672-1-2007|SRC-PTIA-BONDED-PT|SRC-PTIA-UNBONDED-PT,Model strand paths as children of a tendon assembly and keep cable as a search alias only after context resolution.
TERM-404,live-end and dead-end post-tensioning anchorages as different stressing roles,PT anchor,accepted_pending_review,"The live end is accessible to the stressing jack. The dead end is fixed and not the active jacking end. Both transfer tendon force, but only one needs the same stressing access and recess state.",AU-CS-LIVE-END-PT-ANCHORAGE|AU-CS-DEAD-END-PT-ANCHORAGE|AU-CS-PT-ANCHORAGE-RECESS,SRC-SA-ASNZS1314-2003|SRC-PTIA-BONDED-PT|SRC-PTIA-UNBONDED-PT,Record stressing direction and accessible end before creating anchorage recess and jack-clearance geometry.
TERM-405,precast as the broad family and tilt-up as a particular casting and erection method,precast or tilt panel,accepted_pending_review,"All tilt-up panels are prefabricated elements, but many precast panels are cast in factories or beds and lifted without tilting from a slab-on-ground casting position. The manufacture and lifting states differ.",AU-CS-PREFABRICATED-CONCRETE-ELEMENT|AU-CS-PRECAST-SOLID-WALL-PANEL|AU-CS-PREFABRICATED-CONCRETE-SYSTEM,SRC-SA-AS3850-1-2024|SRC-SA-AS3850-2-2024|SRC-SWA-PRECAST-TILTUP-COP,"Store factory, casting-bed or site tilt-up manufacture and actual rotation path as attributes rather than treating tilt-up as every precast wall."
TERM-406,"cast-in lifting anchor, removable lifting clutch and final structural connection as different objects",lifting point or insert,accepted_pending_review,"The anchor remains embedded, the clutch is removable lifting equipment, and the final connection transfers in-service actions. One lifting point must not be reused as a structural connection without explicit design.",AU-CS-CAST-IN-LIFTING-ANCHOR|AU-CS-PRECAST-LIFTING-CLUTCH|AU-CS-PRECAST-CONNECTION-ASSEMBLY,SRC-SA-AS3850-1-2024|SRC-SA-AS3850-2-2024|SRC-TGA-CPCPRE3000-PREFABRICATED,Attach lifecycle and load-stage roles to every insert and exclude lifting clutches from completed-building geometry.
TERM-407,temporary precast panel bracing and permanent structural bracing as different systems,brace the wall,accepted_pending_review,Erection braces stabilise panels only until final connections and diaphragms are complete. Permanent braces remain in service. Removing either at the wrong model state changes the load path.,AU-CS-PRECAST-PANEL-TEMPORARY-BRACE|AU-CS-CAST-IN-BRACE-INSERT|AU-CS-PREFABRICATED-CONCRETE-SYSTEM,SRC-SA-AS3850-2-2024|SRC-SWA-PRECAST-TILTUP-COP|SRC-TGA-CPCPRE3000-PREFABRICATED,"Require erection and release stages, brace design and completed stability evidence before hiding or removing temporary braces."
TERM-408,formwork as the mould and falsework as its supporting temporary structure,formwork or shoring,accepted_pending_review,"Form faces shape and contain concrete. Falsework carries the formwork and construction loads to foundations. One system can include both, but their members and failure paths differ.",AU-CS-FORMWORK-AND-FALSEWORK-SYSTEM|AU-CS-FORM-FACE|AU-CS-FALSEWORK-ASSEMBLY,SRC-SA-AS3610-1-2018|SRC-SA-AS3610-2-INT-2023|SRC-SAFEWORK-NSW-FORMWORK-COP,"Build a load-path tree from concrete face through sheathing, joists, bearers, props and foundations instead of one generic formwork object."
TERM-409,temporary formwork and documented permanent formwork as different lifecycle objects,leave the formwork in,accepted_pending_review,"Ordinary formwork is removed. Permanent formwork remains as a deck, lining or protective layer. Remaining in place does not automatically give it composite, structural, fire or finish performance.",AU-CS-FORM-FACE|AU-CS-PERMANENT-CONCRETE-FORMWORK|AU-CS-COMPOSITE-STEEL-DECK-SLAB,SRC-SA-AS3610-1-2018|SRC-SA-AS3610-2-INT-2023|SRC-ABCB-V2-H1-STRUCTURE,Require retained status and each final performance role before including formwork in the completed model.
TERM-410,"form face, form liner and resulting off-form concrete surface as different objects or states",concrete finish from the form,accepted_pending_review,"The form face and optional liner are temporary materials. Their inverse texture and joint layout appear on the permanent concrete surface. A formed surface class is evidence and acceptance data, not a coating.",AU-CS-FORM-FACE|AU-CS-CONCRETE-FORM-LINER|AU-CS-FORMWORK-PLYWOOD,SRC-SA-AS3610-1-2018|SRC-SA-AS6669-2016|SRC-TGA-CPCCCA3019-FORMWORK,"Generate temporary form geometry for construction views and transfer only the documented inverse relief, joints and surface attributes to the completed concrete."
TERM-411,manufactured special-purpose unit and documented site-cut unit as different supply states,special brick,accepted_pending_review,"A manufacturer can supply a controlled corner, sill, jamb or closure profile. A site cut changes faces, shells, cores and product evidence. Similar final outlines do not make the supply and quality states identical.",AU-MA-SPECIAL-PURPOSE-MASONRY-UNIT|AU-MA-MASONRY-CLOSURE-UNIT,SRC-SA-ASNZS4455-1-2008|SRC-THINKBRICK-TECHNICAL-MANUALS,"Ask whether the unit is manufactured or cut and retain its actual remaining shell, core and exposed-face geometry."
TERM-412,face brick and common brick as exposure roles rather than universal material grades,ordinary brick,accepted_pending_review,"Face brick is selected to remain exposed. Common brick is normally concealed or finished. Neither term by itself establishes material, form, strength, durability or quality.",AU-MA-FACE-BRICK|AU-MA-COMMON-BRICK|AU-MA-CLAY-BRICK,SRC-SA-ASNZS4455-1-2008|SRC-YOURHOME-BRICKWORK-BLOCKWORK,"Store exposure role separately from unit material, form and product classification."
TERM-413,masonry closure unit and wall-cavity closer as different objects,closer,accepted_pending_review,"A closure unit completes masonry bond or wall-end geometry. A cavity closer closes an edge of the wall cavity and may carry moisture, thermal or fire functions.",AU-MA-MASONRY-CLOSURE-UNIT|AU-MA-MASONRY-CAVITY-CLOSER,SRC-THINKBRICK-TECHNICAL-MANUALS|SRC-ABCB-HP-MASONRY-WEATHERPROOFING,"Require the host: course, cavity edge or opening interface."
TERM-414,bond-beam unit and completed reinforced masonry bond beam as different levels,bond beam block,accepted_pending_review,"The channelled unit is permanent form. The completed structural member also contains reinforcement and grout and needs support, continuity and design evidence.",AU-MA-BOND-BEAM-MASONRY-UNIT|AU-MA-KNOCKOUT-BOND-BEAM-BLOCK|AU-MA-REINFORCED-MASONRY-BOND-BEAM,SRC-CMAA-TECHNICAL-MANUALS|SRC-ABCB-V2-H1-STRUCTURE,"Generate the unit course, bar route and grout region as related parts rather than one solid block."
TERM-415,"cleanout unit, temporary cleanout opening and closed completed state",cleanout block,accepted_pending_review,"The block is a product with a removable or open face. The opening is temporary negative geometry used for cleaning and inspection, then it is closed before grouting.",AU-MA-MASONRY-CLEANOUT-UNIT|AU-MA-MASONRY-CLEANOUT-OPENING|AU-MA-GROUTED-MASONRY-CORE,SRC-CMAA-TECHNICAL-MANUALS|SRC-SA-ASNZS4455-1-2008,"Retain open, inspected, closed and grouted lifecycle states."
TERM-416,masonry screen block for a deliberately open unit,breeze block,accepted_pending_review,Breeze block is useful Australian search language for decorative open screen units. It is not every hollow concrete block and its visible openings remain actual voids.,AU-MA-MASONRY-SCREEN-BLOCK|AU-MA-HOLLOW-MASONRY-UNIT,SRC-CMAA-TECHNICAL-MANUALS|SRC-SA-ASNZS4455-1-2008,"Ask for the selected screen profile, supports and open-area geometry."
TERM-417,running-bond and stack-bond panels as different unit arrangements,brick pattern,accepted_pending_review,Running bond offsets vertical joints. Stack bond aligns them and can require different reinforcement and restraint. A surface hatch cannot carry this construction distinction.,AU-MA-RUNNING-BOND-PANEL|AU-MA-STACK-BOND-PANEL|AU-MA-MASONRY-COURSE,SRC-CMAA-TECHNICAL-MANUALS|SRC-THINKBRICK-TECHNICAL-MANUALS,Generate actual units and joints from the selected bond and opening setout.
TERM-418,"header, soldier and brick-on-edge courses as different orientations",feature brick course,accepted_pending_review,"The three arrangements expose different faces and create different depth, bearing and weathering geometry. None automatically supplies an opening lintel.",AU-MA-HEADER-BRICK-COURSE|AU-MA-SOLDIER-BRICK-COURSE|AU-MA-BRICK-ON-EDGE-COURSE,SRC-THINKBRICK-TECHNICAL-MANUALS|SRC-YOURHOME-BRICKWORK-BLOCKWORK,Store brick local axes and any concealed support separately.
TERM-419,masonry core-fill material and completed grouted core as different objects,filled block core,accepted_pending_review,"Core fill or grout is the placed material. The grouted core also includes its connected unit void, reinforcement and inspected placement extent.",AU-MA-MASONRY-CORE-FILL|AU-MA-GROUTED-MASONRY-CORE,SRC-CMAA-TECHNICAL-MANUALS|SRC-ABCB-V2-H1-STRUCTURE,"Keep the material batch, spatial core route, reinforcement and inspection evidence linked but separate."
TERM-420,fully grouted and partially grouted masonry walls,grouted block wall,accepted_pending_review,Fully grouted work fills all intended connected cores. Partially grouted work fills only scheduled cells and bond beams. The empty-core map is therefore essential geometry.,AU-MA-FULLY-GROUTED-MASONRY-WALL|AU-MA-PARTIALLY-GROUTED-MASONRY-WALL,SRC-CMAA-TECHNICAL-MANUALS|SRC-ABCB-V2-H1-STRUCTURE,Require a grouted-cell map and never fill all displayed cores from a generic reinforced-wall command.
TERM-421,bed-joint tying mesh and structural masonry reinforcement as different roles,brick mesh,accepted_pending_review,AS 2699.2 covers accessory mesh but excludes structural reinforcement in reinforced-masonry bed joints. Similar ladder or mesh shapes can carry different evidence and design roles.,AU-MA-BED-JOINT-TYING-MESH|AU-MA-BED-JOINT-REINFORCEMENT|AU-MA-MASONRY-REINFORCEMENT,SRC-SA-AS2699-2-2020|SRC-CMAA-TECHNICAL-MANUALS,Require accessory or structural role before scheduling mesh.
TERM-422,wall tie and general built-in masonry connector as different families,masonry tie,accepted_pending_review,"Wall ties restrain leaves or veneer in defined wall arrangements. AS 2699.2 connectors also include anchors, wall junction connectors, tie-downs and other accessories.",AU-MA-WALL-TIE|AU-MA-MASONRY-CONNECTOR|AU-MA-WALL-TO-WALL-MASONRY-CONNECTOR,SRC-SA-AS2699-1-2020|SRC-SA-AS2699-2-2020,Ask which hosts are connected and which directions are restrained.
TERM-423,masonry shelf angle and opening lintel as different supports,brick angle,accepted_pending_review,A lintel spans a local opening. A shelf angle supports a wall-leaf panel along a floor or frame line and transfers its self-weight through brackets and anchors.,AU-MA-MASONRY-SHELF-ANGLE|AU-MA-ANGLE-LINTEL|AU-MA-STEEL-MASONRY-LINTEL,SRC-SA-AS2699-3-2020|SRC-THINKBRICK-TECHNICAL-MANUALS,"Require support extent, structural host and opening relationship before selecting the member."
TERM-424,cavity closer and tested cavity fire barrier as different performance assemblies,close the cavity,accepted_pending_review,"A closer can finish an edge and contribute thermal or moisture control. A fire barrier needs tested or assessed materials, fixings, continuity and interface evidence.",AU-MA-MASONRY-CAVITY-CLOSER|AU-MA-MASONRY-CAVITY-FIRE-BARRIER,SRC-ABCB-HP-MASONRY-WEATHERPROOFING|SRC-ABCB-V2-H1-STRUCTURE,Never infer a fire role from a cavity being visually filled.
TERM-425,autoclaved aerated concrete as the generic material and Hebel as a proprietary search term,Hebel,accepted_pending_review,"Hebel is an Australian product brand. AAC is the material family, which can be supplied by different manufacturers and as blocks or reinforced panels.",AU-MA-AAC-MATERIAL|AU-MA-AAC-MASONRY-BLOCK|AU-CL-REINFORCED-AAC-WALL-PANEL,SRC-YOURHOME-BRICKWORK-BLOCKWORK|SRC-HEBEL-AAC-TECHNICAL-MANUAL,"Preserve AAC as canonical and attach manufacturer, product and system evidence to instances."
TERM-426,AAC block masonry and factory-reinforced AAC panel construction,AAC wall,accepted_pending_review,"Blocks are laid in courses with thin joints. Reinforced panels have factory reinforcement, span orientation, supports and panel fixings. Their cutting and opening rules differ.",AU-MA-AAC-BLOCK-WALL|AU-CL-AAC-PANEL-CLADDING|AU-CL-REINFORCED-AAC-WALL-PANEL,SRC-SA-AS-5146-1-2015|SRC-HEBEL-AAC-TECHNICAL-MANUAL,"Ask block or reinforced panel before generating courses, joints or reinforcement."
TERM-427,AAC thin-bed adhesive and ordinary masonry mortar as different joint materials,AAC mortar,accepted_pending_review,"AAC adhesive forms a controlled thin joint in a selected system. Ordinary brick or block mortar has different thickness, workability and unit interaction.",AU-MA-AAC-THIN-BED-ADHESIVE|AU-MA-MASONRY-MORTAR|AU-MA-THIN-BED-MORTAR,SRC-HEBEL-AAC-TECHNICAL-MANUAL|SRC-YOURHOME-BRICKWORK-BLOCKWORK,"Keep product, joint thickness and compatible AAC substrate explicit."
TERM-428,internal AAC panel reinforcement and external render mesh,mesh in the AAC wall,accepted_pending_review,The panel cage is factory-embedded protected steel carrying structural and handling actions. Render mesh is a surface layer controlling the finish system.,AU-MA-AAC-PANEL-REINFORCEMENT-CAGE|AU-MA-RENDER-REINFORCING-MESH,SRC-SA-AS-5146-1-2015|SRC-HEBEL-AAC-TECHNICAL-MANUAL,Display each mesh at its true depth and never treat render mesh as panel reinforcement.
TERM-429,"tied stone veneer, adhered stone veneer and anchored stone facade",stone cladding,accepted_pending_review,"Tied veneer stands on support and uses wall ties, adhered veneer transfers load through a bonded bed, and an anchored facade uses mechanical supports and restraints. The load paths are not interchangeable.",AU-MA-TIED-STONE-VENEER-WALL|AU-MA-ADHERED-STONE-VENEER-SYSTEM|AU-MA-ANCHORED-STONE-FACADE,SRC-TGA-CPCCST3012-STONE-VENEER|SRC-TGA-CPCCST3014-ANCHORED-STONE,"Require construction method, stone thickness, vertical support and face restraint."
TERM-430,natural and manufactured stone masonry units,stone,accepted_pending_review,"Natural stone retains geological source, bedding and quarry variation. Manufactured stone is a factory composite with its own product and installation evidence.",AU-MA-NATURAL-STONE-MASONRY-UNIT|AU-MA-MANUFACTURED-STONE-MASONRY-UNIT,SRC-TGA-CPCCST3016-SOLID-STONE|SRC-YOURHOME-BRICKWORK-BLOCKWORK,Ask material origin before assigning stone properties or cutting behaviour.
TERM-431,ashlar and rubble masonry as different stone layouts,stone wall pattern,accepted_pending_review,"Ashlar uses accurately dressed units and regular courses. Rubble uses irregular units, packing and different bond logic. A photo texture cannot replace their unit geometry.",AU-MA-ASHLAR-STONE-PANEL|AU-MA-RUBBLE-STONE-WALL,SRC-TGA-CPCCST3016-SOLID-STONE|SRC-TGA-CPCCST3012-STONE-VENEER,Choose the layout and generate real stone units only to the required level of detail.
TERM-432,stone lintel and compression stone arch,stone head over opening,accepted_pending_review,A lintel bends or spans as a member. An arch transfers compression through voussoirs to springings and abutments. An arched facing can still conceal a separate lintel.,AU-MA-STONE-LINTEL|AU-MA-STONE-ARCH|AU-MA-STONE-ARCH-VOUSSOIR,SRC-TGA-CPCCST3016-SOLID-STONE|SRC-TGA-CPCCST3012-STONE-VENEER,Require structural mechanism and concealed support before treating an arched profile as an arch.
